mode,gqa,B,Hq,Hkv,S,D,d_pad,total_cycles,mxu_util,vpu_util,hbm_bw_gbs,device_us,avg_us,util_src,flops,bytes,fused,trace_dir,error
prefill,1,32,8,1,256,128,0,512160,6.4,,258.1,146.2479,187.03,analytic,8589934592,37748736,True,tb_logs/prefill_gqa1_B32_Hq8_Hkv1_S256_D128,
prefill,1,32,8,1,512,128,0,708410,18.5,,373.2,202.2873,244.742,analytic,34359738368,75497472,True,tb_logs/prefill_gqa1_B32_Hq8_Hkv1_S512_D128,
prefill,1,32,16,1,128,128,0,851196,1.92,,146.7,243.0599,318.824,analytic,4294967296,35651584,True,tb_logs/prefill_gqa1_B32_Hq16_Hkv1_S128_D128,
prefill,1,32,16,1,256,128,0,1007898,6.5,,247.7,287.8063,376.368,analytic,17179869184,71303168,True,tb_logs/prefill_gqa1_B32_Hq16_Hkv1_S256_D128,
prefill,1,32,16,1,512,128,0,1539053,17.03,,324.5,439.4782,464.967,analytic,68719476736,142606336,True,tb_logs/prefill_gqa1_B32_Hq16_Hkv1_S512_D128,
prefill,1,32,16,2,128,128,0,851305,1.92,,155.3,243.0911,320.227,analytic,4294967296,37748736,True,tb_logs/prefill_gqa1_B32_Hq16_Hkv2_S128_D128,
prefill,1,32,16,2,256,128,0,1008233,6.5,,262.2,287.902,366.819,analytic,17179869184,75497472,True,tb_logs/prefill_gqa1_B32_Hq16_Hkv2_S256_D128,
prefill,1,32,16,2,512,128,0,1539908,17.02,,343.4,439.7225,470.428,analytic,68719476736,150994944,True,tb_logs/prefill_gqa1_B32_Hq16_Hkv2_S512_D128,
prefill,1,32,12,4,128,128,0,638313,1.93,,184.1,182.271,246.259,analytic,3221225472,33554432,True,tb_logs/prefill_gqa1_B32_Hq12_Hkv4_S128_D128,
prefill,1,32,12,4,256,128,0,760100,6.47,,309.2,217.0474,285.744,analytic,12884901888,67108864,True,tb_logs/prefill_gqa1_B32_Hq12_Hkv4_S256_D128,
prefill,1,32,12,4,512,128,0,1136595,17.3,,413.5,324.5558,372.358,analytic,51539607552,134217728,True,tb_logs/prefill_gqa1_B32_Hq12_Hkv4_S512_D128,
prefill,1,32,32,4,128,128,0,1693105,1.94,,156.2,483.468,636.734,analytic,8589934592,75497472,True,tb_logs/prefill_gqa1_B32_Hq32_Hkv4_S128_D128,
prefill,1,32,32,4,256,128,0,2177243,6.02,,242.9,621.7141,725.741,analytic,34359738368,150994944,True,tb_logs/prefill_gqa1_B32_Hq32_Hkv4_S256_D128,
prefill,1,32,32,4,512,128,0,3612301,14.51,,292.8,1031.4965,928.094,analytic,137438953472,301989888,True,tb_logs/prefill_gqa1_B32_Hq32_Hkv4_S512_D128,
prefill,1,32,64,8,128,128,0,3615023,1.81,,146.3,1032.2739,1264.623,analytic,17179869184,150994944,True,tb_logs/prefill_gqa1_B32_Hq64_Hkv8_S128_D128,
prefill,1,32,64,8,256,128,0,5315519,4.93,,199.0,1517.8522,1433.818,analytic,68719476736,301989888,True,tb_logs/prefill_gqa1_B32_Hq64_Hkv8_S256_D128,
prefill,1,32,64,8,512,128,0,7181610,14.6,,294.5,2050.7167,1831.213,analytic,274877906944,603979776,True,tb_logs/prefill_gqa1_B32_Hq64_Hkv8_S512_D128,
decode,1,1,2,1,128,128,0,7470,0.01,,31.2,2.133,47.282,analytic,131072,66560,True,tb_logs/decode_gqa1_B1_Hq2_Hkv1_S128_D128,
decode,1,1,2,1,256,128,0,7481,0.01,,61.8,2.1361,47.365,analytic,262144,132096,True,tb_logs/decode_gqa1_B1_Hq2_Hkv1_S256_D128,
decode,1,1,2,1,512,128,0,8252,0.02,,111.7,2.3565,47.436,analytic,524288,263168,True,tb_logs/decode_gqa1_B1_Hq2_Hkv1_S512_D128,
decode,1,1,4,1,128,128,0,9877,0.01,,24.0,2.8204,47.084,analytic,262144,67584,True,tb_logs/decode_gqa1_B1_Hq4_Hkv1_S128_D128,
decode,1,1,4,1,256,128,0,10111,0.02,,46.1,2.8871,47.408,analytic,524288,133120,True,tb_logs/decode_gqa1_B1_Hq4_Hkv1_S256_D128,
decode,1,1,4,1,512,128,0,11162,0.04,,82.9,3.1873,47.529,analytic,1048576,264192,True,tb_logs/decode_gqa1_B1_Hq4_Hkv1_S512_D128,
decode,1,1,5,1,128,128,0,11185,0.01,,21.3,3.1939,47.869,analytic,327680,68096,True,tb_logs/decode_gqa1_B1_Hq5_Hkv1_S128_D128,
decode,1,1,5,1,256,128,0,11576,0.02,,40.4,3.3057,47.472,analytic,655360,133632,True,tb_logs/decode_gqa1_B1_Hq5_Hkv1_S256_D128,
decode,1,1,5,1,512,128,0,12571,0.04,,73.7,3.5896,47.363,analytic,1310720,264704,True,tb_logs/decode_gqa1_B1_Hq5_Hkv1_S512_D128,
decode,1,1,8,1,128,128,0,14973,0.01,,16.3,4.2756,47.57,analytic,524288,69632,True,tb_logs/decode_gqa1_B1_Hq8_Hkv1_S128_D128,
decode,1,1,8,1,256,128,0,15458,0.03,,30.6,4.4139,46.555,analytic,1048576,135168,True,tb_logs/decode_gqa1_B1_Hq8_Hkv1_S256_D128,
decode,1,1,8,1,512,128,0,17021,0.05,,54.8,4.8605,47.366,analytic,2097152,266240,True,tb_logs/decode_gqa1_B1_Hq8_Hkv1_S512_D128,
decode,1,1,16,1,128,128,0,25252,0.02,,10.2,7.2109,47.658,analytic,1048576,73728,True,tb_logs/decode_gqa1_B1_Hq16_Hkv1_S128_D128,
decode,1,1,16,1,256,128,0,25791,0.03,,18.9,7.3646,47.286,analytic,2097152,139264,True,tb_logs/decode_gqa1_B1_Hq16_Hkv1_S256_D128,
decode,1,1,16,1,512,128,0,28669,0.06,,33.0,8.1863,47.284,analytic,4194304,270336,True,tb_logs/decode_gqa1_B1_Hq16_Hkv1_S512_D128,
decode,1,1,16,2,128,128,0,26682,0.01,,18.3,7.619,48.313,analytic,1048576,139264,True,tb_logs/decode_gqa1_B1_Hq16_Hkv2_S128_D128,
decode,1,1,16,2,256,128,0,27270,0.03,,34.7,7.787,48.0,analytic,2097152,270336,True,tb_logs/decode_gqa1_B1_Hq16_Hkv2_S256_D128,
decode,1,1,16,2,512,128,0,30061,0.05,,62.0,8.5839,47.575,analytic,4194304,532480,True,tb_logs/decode_gqa1_B1_Hq16_Hkv2_S512_D128,
decode,1,1,12,4,128,128,0,23432,0.01,,40.1,6.691,47.802,analytic,786432,268288,True,tb_logs/decode_gqa1_B1_Hq12_Hkv4_S128_D128,
decode,1,1,12,4,256,128,0,24533,0.02,,75.7,7.0055,48.589,analytic,1572864,530432,True,tb_logs/decode_gqa1_B1_Hq12_Hkv4_S256_D128,
decode,1,1,12,4,512,128,0,27115,0.04,,136.2,7.7426,49.082,analytic,3145728,1054720,True,tb_logs/decode_gqa1_B1_Hq12_Hkv4_S512_D128,
decode,1,1,32,4,128,128,0,49170,0.02,,19.8,14.0406,49.264,analytic,2097152,278528,True,tb_logs/decode_gqa1_B1_Hq32_Hkv4_S128_D128,
decode,1,1,32,4,256,128,0,50765,0.03,,37.3,14.496,48.812,analytic,4194304,540672,True,tb_logs/decode_gqa1_B1_Hq32_Hkv4_S256_D128,
decode,1,1,32,4,512,128,0,56287,0.06,,66.3,16.073,48.785,analytic,8388608,1064960,True,tb_logs/decode_gqa1_B1_Hq32_Hkv4_S512_D128,
decode,1,1,64,8,128,128,0,94980,0.02,,20.5,27.1216,51.391,analytic,4194304,557056,True,tb_logs/decode_gqa1_B1_Hq64_Hkv8_S128_D128,
decode,1,1,64,8,256,128,0,97435,0.03,,38.9,27.8226,48.455,analytic,8388608,1081344,True,tb_logs/decode_gqa1_B1_Hq64_Hkv8_S256_D128,
decode,1,1,64,8,512,128,0,109755,0.06,,68.0,31.3407,49.073,analytic,16777216,2129920,True,tb_logs/decode_gqa1_B1_Hq64_Hkv8_S512_D128,
decode,1,2,2,1,128,128,0,10944,0.01,,42.6,3.125,33.46,analytic,262144,133120,True,tb_logs/decode_gqa1_B2_Hq2_Hkv1_S128_D128,
decode,1,2,2,1,256,128,0,11467,0.02,,80.7,3.2744,32.641,analytic,524288,264192,True,tb_logs/decode_gqa1_B2_Hq2_Hkv1_S256_D128,
decode,1,2,2,1,512,128,0,12558,0.03,,146.8,3.5858,32.565,analytic,1048576,526336,True,tb_logs/decode_gqa1_B2_Hq2_Hkv1_S512_D128,
decode,1,2,4,1,128,128,0,16079,0.01,,29.4,4.5913,34.969,analytic,524288,135168,True,tb_logs/decode_gqa1_B2_Hq4_Hkv1_S128_D128,
decode,1,2,4,1,256,128,0,16856,0.02,,55.3,4.8133,32.24,analytic,1048576,266240,True,tb_logs/decode_gqa1_B2_Hq4_Hkv1_S256_D128,
decode,1,2,4,1,512,128,0,18582,0.04,,99.6,5.306,32.423,analytic,2097152,528384,True,tb_logs/decode_gqa1_B2_Hq4_Hkv1_S512_D128,
decode,1,2,5,1,128,128,0,18806,0.01,,25.4,5.37,32.512,analytic,655360,136192,True,tb_logs/decode_gqa1_B2_Hq5_Hkv1_S128_D128,
decode,1,2,5,1,256,128,0,19595,0.03,,47.8,5.5953,35.616,analytic,1310720,267264,True,tb_logs/decode_gqa1_B2_Hq5_Hkv1_S256_D128,
decode,1,2,5,1,512,128,0,21703,0.05,,85.4,6.1974,36.802,analytic,2621440,529408,True,tb_logs/decode_gqa1_B2_Hq5_Hkv1_S512_D128,
decode,1,2,8,1,128,128,0,26438,0.02,,18.4,7.5494,32.421,analytic,1048576,139264,True,tb_logs/decode_gqa1_B2_Hq8_Hkv1_S128_D128,
decode,1,2,8,1,256,128,0,27663,0.03,,34.2,7.8993,32.271,analytic,2097152,270336,True,tb_logs/decode_gqa1_B2_Hq8_Hkv1_S256_D128,
decode,1,2,8,1,512,128,0,30680,0.05,,60.8,8.7608,40.5,analytic,4194304,532480,True,tb_logs/decode_gqa1_B2_Hq8_Hkv1_S512_D128,
decode,1,2,16,1,128,128,0,47095,0.02,,11.0,13.4482,39.148,analytic,2097152,147456,True,tb_logs/decode_gqa1_B2_Hq16_Hkv1_S128_D128,
decode,1,2,16,1,256,128,0,48884,0.03,,20.0,13.9588,47.974,analytic,4194304,278528,True,tb_logs/decode_gqa1_B2_Hq16_Hkv1_S256_D128,
decode,1,2,16,1,512,128,0,55037,0.06,,34.4,15.7159,47.914,analytic,8388608,540672,True,tb_logs/decode_gqa1_B2_Hq16_Hkv1_S512_D128,
decode,1,2,16,2,128,128,0,49294,0.02,,19.8,14.0761,48.709,analytic,2097152,278528,True,tb_logs/decode_gqa1_B2_Hq16_Hkv2_S128_D128,
decode,1,2,16,2,256,128,0,51404,0.03,,36.8,14.6784,34.378,analytic,4194304,540672,True,tb_logs/decode_gqa1_B2_Hq16_Hkv2_S256_D128,
decode,1,2,16,2,512,128,0,57268,0.06,,65.1,16.3529,34.268,analytic,8388608,1064960,True,tb_logs/decode_gqa1_B2_Hq16_Hkv2_S512_D128,
decode,1,2,12,4,128,128,0,43452,0.01,,43.2,12.4078,33.306,analytic,1572864,536576,True,tb_logs/decode_gqa1_B2_Hq12_Hkv4_S128_D128,
decode,1,2,12,4,256,128,0,45611,0.03,,81.5,13.0241,52.727,analytic,3145728,1060864,True,tb_logs/decode_gqa1_B2_Hq12_Hkv4_S256_D128,
decode,1,2,12,4,512,128,0,50924,0.05,,145.1,14.5414,53.209,analytic,6291456,2109440,True,tb_logs/decode_gqa1_B2_Hq12_Hkv4_S512_D128,
decode,1,2,32,4,128,128,0,94771,0.02,,20.6,27.0618,53.884,analytic,4194304,557056,True,tb_logs/decode_gqa1_B2_Hq32_Hkv4_S128_D128,
decode,1,2,32,4,256,128,0,99071,0.03,,38.2,28.2899,47.74,analytic,8388608,1081344,True,tb_logs/decode_gqa1_B2_Hq32_Hkv4_S256_D128,
decode,1,2,32,4,512,128,0,110348,0.06,,67.6,31.51,48.509,analytic,16777216,2129920,True,tb_logs/decode_gqa1_B2_Hq32_Hkv4_S512_D128,
decode,1,2,64,8,128,128,0,185796,0.02,,21.0,53.0543,58.56,analytic,8388608,1114112,True,tb_logs/decode_gqa1_B2_Hq64_Hkv8_S128_D128,
decode,1,2,64,8,256,128,0,194567,0.03,,38.9,55.5587,60.979,analytic,16777216,2162688,True,tb_logs/decode_gqa1_B2_Hq64_Hkv8_S256_D128,
decode,1,2,64,8,512,128,0,219574,0.06,,67.9,62.6997,67.966,analytic,33554432,4259840,True,tb_logs/decode_gqa1_B2_Hq64_Hkv8_S512_D128,
decode,1,4,2,1,128,128,0,18438,0.01,,50.6,5.265,52.996,analytic,524288,266240,True,tb_logs/decode_gqa1_B4_Hq2_Hkv1_S128_D128,
decode,1,4,2,1,256,128,0,19439,0.02,,95.2,5.5507,47.937,analytic,1048576,528384,True,tb_logs/decode_gqa1_B4_Hq2_Hkv1_S256_D128,
decode,1,4,2,1,512,128,0,21593,0.04,,170.7,6.166,46.175,analytic,2097152,1052672,True,tb_logs/decode_gqa1_B4_Hq2_Hkv1_S512_D128,
decode,1,4,4,1,128,128,0,29024,0.01,,32.6,8.2877,46.156,analytic,1048576,270336,True,tb_logs/decode_gqa1_B4_Hq4_Hkv1_S128_D128,
decode,1,4,4,1,256,128,0,30509,0.03,,61.1,8.712,46.456,analytic,2097152,532480,True,tb_logs/decode_gqa1_B4_Hq4_Hkv1_S256_D128,
decode,1,4,4,1,512,128,0,33771,0.05,,109.6,9.6435,47.034,analytic,4194304,1056768,True,tb_logs/decode_gqa1_B4_Hq4_Hkv1_S512_D128,
decode,1,4,5,1,128,128,0,34300,0.01,,27.8,9.7944,47.024,analytic,1310720,272384,True,tb_logs/decode_gqa1_B4_Hq5_Hkv1_S128_D128,
decode,1,4,5,1,256,128,0,35849,0.03,,52.2,10.2366,46.694,analytic,2621440,534528,True,tb_logs/decode_gqa1_B4_Hq5_Hkv1_S256_D128,
decode,1,4,5,1,512,128,0,39367,0.05,,94.2,11.2413,44.256,analytic,5242880,1058816,True,tb_logs/decode_gqa1_B4_Hq5_Hkv1_S512_D128,
decode,1,4,8,1,128,128,0,49643,0.02,,19.6,14.1757,41.928,analytic,2097152,278528,True,tb_logs/decode_gqa1_B4_Hq8_Hkv1_S128_D128,
decode,1,4,8,1,256,128,0,51873,0.03,,36.5,14.8125,49.319,analytic,4194304,540672,True,tb_logs/decode_gqa1_B4_Hq8_Hkv1_S256_D128,
decode,1,4,8,1,512,128,0,57696,0.06,,64.6,16.4752,42.607,analytic,8388608,1064960,True,tb_logs/decode_gqa1_B4_Hq8_Hkv1_S512_D128,
decode,1,4,16,1,128,128,0,90801,0.02,,11.4,25.9285,33.42,analytic,4194304,294912,True,tb_logs/decode_gqa1_B4_Hq16_Hkv1_S128_D128,
decode,1,4,16,1,256,128,0,94621,0.03,,20.6,27.0192,35.177,analytic,8388608,557056,True,tb_logs/decode_gqa1_B4_Hq16_Hkv1_S256_D128,
decode,1,4,16,1,512,128,0,105748,0.06,,35.8,30.1965,36.652,analytic,16777216,1081344,True,tb_logs/decode_gqa1_B4_Hq16_Hkv1_S512_D128,
decode,1,4,16,2,128,128,0,95274,0.02,,20.5,27.2055,48.915,analytic,4194304,557056,True,tb_logs/decode_gqa1_B4_Hq16_Hkv2_S128_D128,
decode,1,4,16,2,256,128,0,99529,0.03,,38.0,28.4207,49.201,analytic,8388608,1081344,True,tb_logs/decode_gqa1_B4_Hq16_Hkv2_S256_D128,
decode,1,4,16,2,512,128,0,111829,0.06,,66.7,31.9329,48.292,analytic,16777216,2129920,True,tb_logs/decode_gqa1_B4_Hq16_Hkv2_S512_D128,
decode,1,4,12,4,128,128,0,82894,0.01,,45.3,23.6706,48.489,analytic,3145728,1073152,True,tb_logs/decode_gqa1_B4_Hq12_Hkv4_S128_D128,
decode,1,4,12,4,256,128,0,87953,0.03,,84.5,25.115,47.426,analytic,6291456,2121728,True,tb_logs/decode_gqa1_B4_Hq12_Hkv4_S256_D128,
decode,1,4,12,4,512,128,0,97248,0.05,,151.9,27.7691,46.488,analytic,12582912,4218880,True,tb_logs/decode_gqa1_B4_Hq12_Hkv4_S512_D128,
decode,1,4,32,4,128,128,0,185859,0.02,,21.0,53.0723,58.8,analytic,8388608,1114112,True,tb_logs/decode_gqa1_B4_Hq32_Hkv4_S128_D128,
decode,1,4,32,4,256,128,0,194726,0.03,,38.9,55.6041,61.174,analytic,16777216,2162688,True,tb_logs/decode_gqa1_B4_Hq32_Hkv4_S256_D128,
decode,1,4,32,4,512,128,0,219579,0.06,,67.9,62.7012,68.086,analytic,33554432,4259840,True,tb_logs/decode_gqa1_B4_Hq32_Hkv4_S512_D128,
decode,1,4,64,8,128,128,0,367080,0.02,,21.3,104.8201,110.003,analytic,16777216,2228224,True,tb_logs/decode_gqa1_B4_Hq64_Hkv8_S128_D128,
decode,1,4,64,8,256,128,0,383560,0.03,,39.5,109.5261,114.696,analytic,33554432,4325376,True,tb_logs/decode_gqa1_B4_Hq64_Hkv8_S256_D128,
decode,1,4,64,8,512,128,0,437717,0.06,,68.2,124.9904,130.045,analytic,67108864,8519680,True,tb_logs/decode_gqa1_B4_Hq64_Hkv8_S512_D128,
decode,1,8,2,1,128,128,0,33355,0.01,,55.9,9.5246,38.137,analytic,1048576,532480,True,tb_logs/decode_gqa1_B8_Hq2_Hkv1_S128_D128,
decode,1,8,2,1,256,128,0,35565,0.02,,104.1,10.1557,46.841,analytic,2097152,1056768,True,tb_logs/decode_gqa1_B8_Hq2_Hkv1_S256_D128,
decode,1,8,2,1,512,128,0,39260,0.04,,187.8,11.2108,46.917,analytic,4194304,2105344,True,tb_logs/decode_gqa1_B8_Hq2_Hkv1_S512_D128,
decode,1,8,4,1,128,128,0,54652,0.01,,34.6,15.6061,46.656,analytic,2097152,540672,True,tb_logs/decode_gqa1_B8_Hq4_Hkv1_S128_D128,
decode,1,8,4,1,256,128,0,57435,0.03,,64.9,16.4005,46.757,analytic,4194304,1064960,True,tb_logs/decode_gqa1_B8_Hq4_Hkv1_S256_D128,
decode,1,8,4,1,512,128,0,63809,0.05,,116.0,18.2208,47.201,analytic,8388608,2113536,True,tb_logs/decode_gqa1_B8_Hq4_Hkv1_S512_D128,
decode,1,8,5,1,128,128,0,65172,0.02,,29.3,18.61,46.954,analytic,2621440,544768,True,tb_logs/decode_gqa1_B8_Hq5_Hkv1_S128_D128,
decode,1,8,5,1,256,128,0,68253,0.03,,54.9,19.4897,46.858,analytic,5242880,1069056,True,tb_logs/decode_gqa1_B8_Hq5_Hkv1_S256_D128,
decode,1,8,5,1,512,128,0,75918,0.05,,97.7,21.6784,47.909,analytic,10485760,2117632,True,tb_logs/decode_gqa1_B8_Hq5_Hkv1_S512_D128,
decode,1,8,8,1,128,128,0,96172,0.02,,20.3,27.4621,48.808,analytic,4194304,557056,True,tb_logs/decode_gqa1_B8_Hq8_Hkv1_S128_D128,
decode,1,8,8,1,256,128,0,100243,0.03,,37.8,28.6246,48.168,analytic,8388608,1081344,True,tb_logs/decode_gqa1_B8_Hq8_Hkv1_S256_D128,
decode,1,8,8,1,512,128,0,111697,0.06,,66.8,31.8951,48.631,analytic,16777216,2129920,True,tb_logs/decode_gqa1_B8_Hq8_Hkv1_S512_D128,
decode,1,8,16,1,128,128,0,178364,0.02,,11.6,50.932,56.263,analytic,8388608,589824,True,tb_logs/decode_gqa1_B8_Hq16_Hkv1_S128_D128,
decode,1,8,16,1,256,128,0,185921,0.03,,21.0,53.09,58.608,analytic,16777216,1114112,True,tb_logs/decode_gqa1_B8_Hq16_Hkv1_S256_D128,
decode,1,8,16,1,512,128,0,208234,0.06,,36.4,59.4616,65.056,analytic,33554432,2162688,True,tb_logs/decode_gqa1_B8_Hq16_Hkv1_S512_D128,
decode,1,8,16,2,128,128,0,187220,0.02,,20.8,53.461,59.068,analytic,8388608,1114112,True,tb_logs/decode_gqa1_B8_Hq16_Hkv2_S128_D128,
decode,1,8,16,2,256,128,0,195597,0.03,,38.7,55.8528,61.405,analytic,16777216,2162688,True,tb_logs/decode_gqa1_B8_Hq16_Hkv2_S256_D128,
decode,1,8,16,2,512,128,0,219590,0.06,,67.9,62.7041,68.351,analytic,33554432,4259840,True,tb_logs/decode_gqa1_B8_Hq16_Hkv2_S512_D128,
decode,1,8,12,4,128,128,0,162852,0.01,,46.2,46.5027,51.971,analytic,6291456,2146304,True,tb_logs/decode_gqa1_B8_Hq12_Hkv4_S128_D128,
decode,1,8,12,4,256,128,0,172492,0.03,,86.2,49.2552,54.698,analytic,12582912,4243456,True,tb_logs/decode_gqa1_B8_Hq12_Hkv4_S256_D128,
decode,1,8,12,4,512,128,0,192073,0.05,,153.8,54.8467,60.099,analytic,25165824,8437760,True,tb_logs/decode_gqa1_B8_Hq12_Hkv4_S512_D128,
decode,1,8,32,4,128,128,0,368743,0.02,,21.2,105.2951,110.415,analytic,16777216,2228224,True,tb_logs/decode_gqa1_B8_Hq32_Hkv4_S128_D128,
decode,1,8,32,4,256,128,0,386003,0.03,,39.2,110.2235,115.412,analytic,33554432,4325376,True,tb_logs/decode_gqa1_B8_Hq32_Hkv4_S256_D128,
decode,1,8,32,4,512,128,0,437817,0.06,,68.1,125.0192,130.027,analytic,67108864,8519680,True,tb_logs/decode_gqa1_B8_Hq32_Hkv4_S512_D128,
decode,1,8,64,8,128,128,0,731046,0.02,,21.3,208.7509,214.123,analytic,33554432,4456448,True,tb_logs/decode_gqa1_B8_Hq64_Hkv8_S128_D128,
decode,1,8,64,8,256,128,0,765875,0.03,,39.6,218.6965,224.308,analytic,67108864,8650752,True,tb_logs/decode_gqa1_B8_Hq64_Hkv8_S256_D128,
decode,1,8,64,8,512,128,0,875185,0.06,,68.2,249.9101,253.756,analytic,134217728,17039360,True,tb_logs/decode_gqa1_B8_Hq64_Hkv8_S512_D128,
decode,1,16,2,1,128,128,0,63332,0.01,,58.9,18.0845,47.914,analytic,2097152,1064960,True,tb_logs/decode_gqa1_B16_Hq2_Hkv1_S128_D128,
decode,1,16,2,1,256,128,0,67385,0.02,,109.8,19.242,48.256,analytic,4194304,2113536,True,tb_logs/decode_gqa1_B16_Hq2_Hkv1_S256_D128,
decode,1,16,2,1,512,128,0,74712,0.04,,197.4,21.3342,47.661,analytic,8388608,4210688,True,tb_logs/decode_gqa1_B16_Hq2_Hkv1_S512_D128,
decode,1,16,4,1,128,128,0,105993,0.02,,35.7,30.2663,48.197,analytic,4194304,1081344,True,tb_logs/decode_gqa1_B16_Hq4_Hkv1_S128_D128,
decode,1,16,4,1,256,128,0,111076,0.03,,67.2,31.7179,36.555,analytic,8388608,2129920,True,tb_logs/decode_gqa1_B16_Hq4_Hkv1_S256_D128,
decode,1,16,4,1,512,128,0,123078,0.05,,120.3,35.1449,39.758,analytic,16777216,4227072,True,tb_logs/decode_gqa1_B16_Hq4_Hkv1_S512_D128,
decode,1,16,5,1,128,128,0,126696,0.02,,30.1,36.1782,40.829,analytic,5242880,1089536,True,tb_logs/decode_gqa1_B16_Hq5_Hkv1_S128_D128,
decode,1,16,5,1,256,128,0,132920,0.03,,56.3,37.9556,42.611,analytic,10485760,2138112,True,tb_logs/decode_gqa1_B16_Hq5_Hkv1_S256_D128,
decode,1,16,5,1,512,128,0,146926,0.05,,100.9,41.9548,46.84,analytic,20971520,4235264,True,tb_logs/decode_gqa1_B16_Hq5_Hkv1_S512_D128,
decode,1,16,8,1,128,128,0,188027,0.02,,20.8,53.6914,58.279,analytic,8388608,1114112,True,tb_logs/decode_gqa1_B16_Hq8_Hkv1_S128_D128,
decode,1,16,8,1,256,128,0,196835,0.03,,38.5,56.2066,60.888,analytic,16777216,2162688,True,tb_logs/decode_gqa1_B16_Hq8_Hkv1_S256_D128,
decode,1,16,8,1,512,128,0,219505,0.06,,68.0,62.6798,67.464,analytic,33554432,4259840,True,tb_logs/decode_gqa1_B16_Hq8_Hkv1_S512_D128,
decode,1,16,16,1,128,128,0,351710,0.02,,11.7,100.4311,105.185,analytic,16777216,1179648,True,tb_logs/decode_gqa1_B16_Hq16_Hkv1_S128_D128,
decode,1,16,16,1,256,128,0,367074,0.03,,21.3,104.8184,109.507,analytic,33554432,2228224,True,tb_logs/decode_gqa1_B16_Hq16_Hkv1_S256_D128,
decode,1,16,16,1,512,128,0,412688,0.06,,36.7,117.8435,122.658,analytic,67108864,4325376,True,tb_logs/decode_gqa1_B16_Hq16_Hkv1_S512_D128,
decode,1,16,16,2,128,128,0,369201,0.02,,21.1,105.4256,110.132,analytic,16777216,2228224,True,tb_logs/decode_gqa1_B16_Hq16_Hkv2_S128_D128,
decode,1,16,16,2,256,128,0,387437,0.03,,39.1,110.6331,115.457,analytic,33554432,4325376,True,tb_logs/decode_gqa1_B16_Hq16_Hkv2_S256_D128,
decode,1,16,16,2,512,128,0,437950,0.06,,68.1,125.057,129.482,analytic,67108864,8519680,True,tb_logs/decode_gqa1_B16_Hq16_Hkv2_S512_D128,
decode,1,16,12,4,128,128,0,321426,0.01,,46.8,91.7835,96.43,analytic,12582912,4292608,True,tb_logs/decode_gqa1_B16_Hq12_Hkv4_S128_D128,
decode,1,16,12,4,256,128,0,340588,0.03,,87.3,97.2552,101.996,analytic,25165824,8486912,True,tb_logs/decode_gqa1_B16_Hq12_Hkv4_S256_D128,
decode,1,16,12,4,512,128,0,380726,0.05,,155.2,108.7167,113.437,analytic,50331648,16875520,True,tb_logs/decode_gqa1_B16_Hq12_Hkv4_S512_D128,
decode,1,16,32,4,128,128,0,733511,0.02,,21.3,209.4549,214.437,analytic,33554432,4456448,True,tb_logs/decode_gqa1_B16_Hq32_Hkv4_S128_D128,
decode,1,16,32,4,256,128,0,768295,0.03,,39.4,219.3875,225.119,analytic,67108864,8650752,True,tb_logs/decode_gqa1_B16_Hq32_Hkv4_S256_D128,
decode,1,16,32,4,512,128,0,875161,0.06,,68.2,249.9031,254.128,analytic,134217728,17039360,True,tb_logs/decode_gqa1_B16_Hq32_Hkv4_S512_D128,
decode,1,16,64,8,128,128,0,1462166,0.02,,21.3,417.5232,423.321,analytic,67108864,8912896,True,tb_logs/decode_gqa1_B16_Hq64_Hkv8_S128_D128,
decode,1,16,64,8,256,128,0,1529391,0.03,,39.6,436.7192,442.248,analytic,134217728,17301504,True,tb_logs/decode_gqa1_B16_Hq64_Hkv8_S256_D128,
decode,1,16,64,8,512,128,0,1749295,0.06,,68.2,499.513,506.862,analytic,268435456,34078720,True,tb_logs/decode_gqa1_B16_Hq64_Hkv8_S512_D128,
decode,1,32,2,1,128,128,0,123020,0.01,,60.6,35.1285,39.734,analytic,4194304,2129920,True,tb_logs/decode_gqa1_B32_Hq2_Hkv1_S128_D128,
decode,1,32,2,1,256,128,0,130912,0.02,,113.1,37.382,41.997,analytic,8388608,4227072,True,tb_logs/decode_gqa1_B32_Hq2_Hkv1_S256_D128,
decode,1,32,2,1,512,128,0,146483,0.04,,201.3,41.8285,46.693,analytic,16777216,8421376,True,tb_logs/decode_gqa1_B32_Hq2_Hkv1_S512_D128,
decode,1,32,4,1,128,128,0,208541,0.02,,36.3,59.5491,64.186,analytic,8388608,2162688,True,tb_logs/decode_gqa1_B32_Hq4_Hkv1_S128_D128,
decode,1,32,4,1,256,128,0,219234,0.03,,68.0,62.6024,67.122,analytic,16777216,4259840,True,tb_logs/decode_gqa1_B32_Hq4_Hkv1_S256_D128,
decode,1,32,4,1,512,128,0,242500,0.05,,122.1,69.2461,73.844,analytic,33554432,8454144,True,tb_logs/decode_gqa1_B32_Hq4_Hkv1_S512_D128,
decode,1,32,5,1,128,128,0,249986,0.02,,30.5,71.3837,76.037,analytic,10485760,2179072,True,tb_logs/decode_gqa1_B32_Hq5_Hkv1_S128_D128,
decode,1,32,5,1,256,128,0,262677,0.03,,57.0,75.0078,79.788,analytic,20971520,4276224,True,tb_logs/decode_gqa1_B32_Hq5_Hkv1_S256_D128,
